Age,AvgWallU,AvgRoofU,AvgFloorU,AvgWindowU,TempAdj,ResponseCat,EnergyRatingCont
19,0.55,0.4,0.41,3.1,0,1,264.61
14,0.33,0.14,0.36,2.47,0,1,162.78
42,0.32,0.39,0.53,2.79,0.6,1,253.78
22,0.55,0.35,0.36,2.8,0.6,1,243.2
81,1.51,0.42,0.48,2.3,0.6,1,258.56
32,0.3,0.15,0.64,2.52,0.6,1,265.29
8,0.51,0.3692,0,1.8,0.3,4,232.43
136,0.63,0.23,0.47,2.7,0,1,184.4
10,0.37,0.26,0.34,2.74,0.6,1,193.87
76,0.25,0.13,0.72,2.8,0.6,1,231.46
66,2.1,1.1,1.02,2.7,0,1,435.32
26,0.6,0.2,0.48,3.1,0.6,1,176.41
116,0.27,0.24,0.28,2.8,0,1,155.6
16,0.54,0.29,0.41,2.8,0,1,170.97
106,1.78,2.3,0.83,3.1,0.6,1,666.26
10,0.37,0.25,0.4,2.8,0,1,192
26,0.6,0.26,0.64,2.7,0.6,1,279.88
9,0.35,0.3692,0,2,0,1,111.03
116,2.08,1.32,0.61,2.93,0.6,1,437.6
38,1.1,0.26,0.57,3.1,0.6,1,374.34
44,2.4,0.13,0.84,5.7,0.6,1,453.44
31,0.59,0.3692,0.57,2,0.3,4,379.56
26,0.23,0.13,0.57,2.8,0.6,1,259.24
24,0.76,1.07,0,3.1,0,1,224.48
29,0.58,0.4,0.57,2.84,0,3,428.25
23,0.6,0.4,0.64,2.6,0.6,1,323.54
17,0.55,0.28,0.54,2.6,0.6,1,207.33
7,0.6755,0.14,0.17,1.85,0,1,95.04
12,0.3,0.16,0.44,2,0,1,166.99
12,0.28,0.14,0.37,1.8,0,1,115.33
14,0.31,0.13,0.41,2.7,0.6,3,267.13
1,0.6755,0.12,0.12,0.71,0,1,61.84
9,0.37,0.19,0.37,2.03,0,1,137.53
11,0.28,0.2,0.31,1.91,0,3,215.46
18,0.55,0.19,0.41,1.7,0.6,1,233.28
116,0.31,0.13,0.27,4.2,0,1,191.42
22,0.55,0.35,0.44,2.75,0.6,1,224.75
49,0.35,0.18,0.51,2.8,0.6,1,318.89
34,0.6,0.7,0.57,2.63,0.6,1,332.02
126,1.69,2.3,0.74,4,0.6,1,515.02
20,0.34,0.3692,0.44,1.5,0,1,162.08
30,0.6,0.4,0.48,3.21,0,1,172.84
96,1.36,1.98,0.68,4.42,0.3,1,825.94
10,0.6755,0.13,0.34,2.2,0,4,107.84
14,0.55,0.22,0.41,2.8,0,1,218.89
44,0.27,2.3,0.72,2,0.3,1,473.14
19,0.55,0.13,0.41,3.1,0.6,2,319.74
9,0.37,0.26,0.31,2,0,2,124.89
22,0.55,0.5,0.36,2.68,0.6,1,239.04
40,0.27,1.55,0.58,3.1,0,1,224.96
8,0.37,0.13,0.37,1.4,0,1,153.92
64,1.78,0.4,0.65,4.88,0,1,321.45
42,0.33,0.13,0.57,2.1,0.6,1,222.04
24,0.6,0.49,0.48,2.77,0,1,178.98
41,0.65,0.13,1.23,3.3,0.6,1,239.89
34,0.31,0.13,0.64,2.8,0,1,144.99
26,0.71,0.4,0,2.8,0,1,391.81
24,0.27,0.13,0.6,3.1,0.6,1,245.47
23,0.7,0.13,0.57,3.1,0,1,239.13
13,0.5,0.33,0.32,2.43,0,1,167.12
43,2.3,0.49,0.94,2.88,0,1,375.47
24,0.29,0.13,0.7,2.1,0,1,205.94
86,1.34,0.4,0.47,4.71,0.6,1,374.81
34,0.27,0.13,0.57,2.92,0.6,1,246.5
61,0.6755,0.75,0.59,3.74,0.6,1,424.15
29,0.27,0.13,0.57,3.61,0.6,1,244.24
68,1.78,2.3,0.84,5.7,0.6,1,610.61
12,0.55,0.35,0.41,2.6,0,3,309.51
35,1.1,0.2,0.48,3.61,0,1,192.08
7,0.37,0.3692,0.36,2.7,0.3,4,342.56
86,0.27,0.15,0.64,2.7,0.6,1,264.09
11,0.6755,0.3692,0.37,2,0.3,2,303.23
9,0.23,0.3692,0.24,1.74,0,1,156.59
52,1.16,0.5,0.56,2.62,0,1,204.97
105,1.16,0.58,0.67,3.56,0.6,1,312.24
8,0.37,0.21,0.34,1.9,0,1,145.16
76,1.64,0.3692,0,2.8,0.6,1,213
36,0.31,0.13,0.57,4.8,0,1,251.73
12,0.55,0.4,0.42,2.13,0,1,232.32
28,0.6,2.3,0.57,4.8,0.6,1,515.86
9,0.37,0.16,0.31,1.4,0,1,123.35
31,0.6755,0.68,0.64,2.1,0.6,1,280.54
87,2.1,2.3,0.61,2.77,0.3,1,569.89
1,0.6755,0.16,0.2,1.4,0,1,58.84
34,0.31,0.14,0.64,2.8,0,1,183.34
12,0.55,0.26,0.44,2,0,1,239.23
33,0.31,0.13,0.48,2.02,0.6,1,149.43
35,0.3,0.13,0.48,2.8,0.6,1,193.4
12,0.55,0.38,0.47,2.8,0,2,319.18
86,1.42,1.6,0.82,3.1,0.6,1,341.01
13,0.6,0.3692,0,2.7,0,1,169.61
12,0.55,0.2,0.42,2.4,0,1,202.47
14,0.6755,0.26,0.44,1.84,0,3,367.79
38,0.33,0.3692,0.48,3.41,0,1,275.97
71,0.67,0.16,0.73,4.95,0.6,1,252.4
48,0.27,0.13,0.73,2.8,0.6,1,252.88
0,0.15,0.11,0.12,1.2,0,1,53.4
43,0.28,0.13,0.84,3.7,0,1,163.87
23,0.29,0.13,0.48,2.8,0.6,1,222.88
16,0.6755,0.26,0.41,2.7,1,3,198.77
61,0.6755,2.3,0.72,5.15,0,1,420.27
14,0.55,0.26,0.44,3.1,0.6,1,221.8
17,0.55,0.16,0.44,2.8,0.6,1,243.29
17,0.55,0.4,0.41,2.72,0,1,247.34
3,0.25,0.15,0.1,1.36,0,1,140.93
22,0.6755,0.13,0.41,2.8,0.6,1,299.16
13,0.53,0.38,0.41,2.84,0.6,1,224.9
15,0.34,0.16,0.41,3.1,0,1,146.72
38,1.1,0.4,0.64,2.7,0.6,1,331.39
11,0.37,0.34,0.37,2,0,1,164.15
19,0.55,0.26,0.41,2.7,0.6,1,264.83
39,0.28,0.13,0.73,2.8,0.6,1,269.51
28,0.59,0.4,0.64,3.65,0.6,1,321.67
2,0.15,0.14,0.11,1.42,0,1,40.06
14,0.6755,0.3692,0.36,3.1,0.3,5,266.04
35,0.27,0.49,0.64,4.54,0,1,210.09
11,0.6755,0.25,0.37,3.39,0.6,1,325.7
36,1,0.3692,0,2.7,0,1,306.13
9,0.37,0.26,0.34,2.3,0,3,166.86
16,0.55,0.4,0.44,2.93,0.3,4,368.5
14,0.52,0.27,0.41,2.78,0,1,173.89
82,2.09,2.3,0.91,5.7,0.6,1,537.11
96,2.1,2.3,0.94,3.73,0.6,1,639.05
10,0.36,0.3692,0,2.8,0.3,1,197.25
66,0.6755,0.26,0,4.8,0,1,206.77
11,0.37,0.25,0,2.35,0,1,159.48
66,1.97,0.5,0.44,2.8,0,1,276.31
86,2.09,2.3,0.71,3.69,0.3,1,826.47
11,0.37,0.16,0.34,2.3,0,1,144.4
10,0.37,0.24,0.39,2.2,0.6,1,216.77
55,0.6,0.13,0.61,2.8,0.6,1,217.81
13,0.55,0.26,0.41,2.7,0.6,1,254.89
17,0.55,0.16,0.41,3.08,0,1,173.15
33,0.6,0.4,0.64,4.41,0.6,1,276.61
114,0.46,0.37,0.45,2.67,0,1,156.15
48,0.54,0.19,0.45,2.13,0,1,186.55
48,1.83,2.3,0,4.8,0.6,1,435.86
18,0.9,0.3692,0,2.8,0,1,190.33
17,0.6755,0.4,0,3.7,0.3,4,284.38
24,0.6755,0.4,0.56,2.82,0.6,1,242.29
68,0.24,0.13,0.33,1.53,0,1,163.23
44,2.3,0.4,0.61,2.13,0,1,237.37
18,0.39,0.19,0.46,2.8,0.6,1,244.14
13,0.6755,0.3692,0,1.5,0,1,120.31
17,0.31,0.19,0.44,2.7,0.6,1,215.82
46,2.32,0.4,0.46,3.4,0,1,299.25
15,0.3,0.13,0.44,2.7,0.6,1,266.46
10,0.37,0.26,0.34,2.2,0.6,1,192.15
47,0.6755,0.3692,0,2.45,0,1,117.53
9,0.37,0.25,0,2.2,0,1,121.21
9,0.27,0.3692,0,1,0,1,106.86
9,0.33,0.14,0.21,1.9,0,3,124.51
56,1.83,0.42,0.84,3.52,0.6,1,514.99
35,0.99,0.14,0.56,2.51,0,1,245.82
66,2.1,0.43,1.02,3.4,0,1,435.83
38,0.69,0.43,0.55,2.88,0,1,182.32
41,0.54,0.13,0.73,3.4,0.6,1,334.47
14,0.55,0.4,0.6,2.94,0.3,1,251.15
11,0.37,0.25,0.34,2,0,1,157.33
8,0.6755,0.26,0.34,2.7,0,1,206.38
76,1.63,2.3,1.02,4.8,0.6,1,702.03
14,0.31,0.13,0.44,2.2,0,1,133.2
9,0.6755,0.13,0,2,0,1,172.27
116,1.78,1.99,0.92,3.46,0.6,1,599.77
17,0.51,0.35,0,3.2,0.3,4,318.93
34,0.6755,0.13,0.55,2.8,0.6,3,383.85
16,0.52,0.34,0.41,2.53,0,1,122.19
36,1.1,0.35,0.7,2.57,0.6,1,377.85
27,0.6,0.4,0.57,3.1,0,1,269.21
20,0.55,0.26,0.41,2.73,0.6,1,224.52
26,0.32,0.6,0.34,2.3,0.3,5,342.27
8,0.37,0.25,0.34,1.9,0,1,175.97
10,0.37,0.3692,0,2.7,0.6,1,154.49
6,0.36,0.25,0.34,2,0,1,112.11
117,1.49,2.3,0,2.97,0.3,1,597.67
66,0.42,0.27,0.44,2.67,0.6,1,199.4
14,0.27,0.13,0.36,3.1,0.3,4,314.56
31,0.33,0.13,0.48,3.3,0,1,174.66
29,0.29,0.13,0.48,3.1,0,1,177.9
41,0.29,0.13,0.81,3.03,0.6,1,290.02
11,0.37,0.4,0.34,1.9,0,1,208.67
45,0.29,0.42,0.62,3.3,0.6,1,234.96
13,0.3,0.15,0.41,2.8,0.6,1,164.42
20,0.55,0.26,0.41,2.82,0.6,1,250.14
60,1.83,0.89,0.72,1.93,0.6,1,485.48
41,0.3,0.13,0.73,2.7,0.6,1,239.61
16,0.55,0.16,0.44,2.7,0,1,170.07
16,0.6755,0.13,0.42,2.7,0.6,1,214.74
12,0.31,0.13,0.44,2.6,0,1,181.76
21,0.55,0.4,0.43,2.82,0.6,1,257.45
19,0.55,0.4,0,2.8,0,4,373.94
17,0.55,0.35,0,3.1,0,1,309.77
14,0.55,0.2,0.44,2.73,0,1,193.67
16,0.55,0.4,0.41,3.07,0,1,328.12
14,0.55,0.16,0.41,2.7,0.6,1,222.49
16,0.29,0.13,0.44,2.8,0.6,3,263.18
9,0.27,0.13,0.26,2,0,1,121.24
12,0.31,0.13,0.44,2.23,0.6,1,206.56
15,0.54,0.39,0.41,2.82,0,1,230.02
22,0.54,0.27,0.41,3.44,0.6,1,287.48
46,0.6,0.16,0.73,3.06,0.6,1,251.8
31,0.6,0.4,0.64,2.8,0.6,1,450.91
34,0.28,0.15,0.48,3.1,0.6,1,214.18
11,0.37,0.3692,0,2.5,0,5,236.11
15,0.55,0.27,0.41,2.84,0,1,196.84
35,0.3,0.13,0.46,2.7,0.6,1,194.47
28,0.36,0.26,0.49,1.54,0,1,120.38
14,0.93,0.36,0,3.3,0.3,1,235.22
8,0.36,0.25,1,2.8,0.6,1,250.59
40,2.1,0.5,0.73,3.75,0.6,1,399.61
116,1.92,0.16,1.2,2.73,0.3,4,646.65
20,0.6755,0.3692,0.36,4.8,0,1,217.2
47,0.6,0.13,0.59,2.7,0.3,5,549.92
23,0.59,0.26,0.38,2.8,0.6,1,241.45
24,0.6,0.4,0.57,2.8,0.6,1,243.87
62,2.2,0.79,0.66,2.7,0,1,351.08
28,0.6,0.5,0.64,4.23,0.6,1,327.53
10,0.37,0.26,0.26,2.1,0.6,1,191.63
14,0.55,0.3692,0.29,2,0,3,259.19
9,0.6755,0.17,0,1.6,0,1,131.72
34,0.6,0.13,0.57,2.72,0.6,3,415.62
116,0.88,1.37,0.45,2.42,0,1,293.76
68,0.92,0.27,0.44,3.1,0.6,1,252.31
18,0.27,0.18,0.41,2.8,0,1,155.61
28,0.6,0.3692,0.38,2.12,0,1,263.79
10,0.37,0.4,0.31,2.3,0,1,172.15
19,0.35,0.13,0.41,2.8,0.6,1,189.13
23,0.6755,0.14,0.57,4.8,0.6,1,245.47
136,1.64,0.4,0.73,4.46,0.6,1,341.98
38,0.62,0.25,0.57,3.27,0.6,1,284.99
56,1.41,2.3,0.94,2.24,0.6,1,415.12
78,1.53,0.82,0.59,3.41,0,1,278.41
32,0.6,0.4,0.64,2,0,1,313.8
7,0.18,0.14,0.15,1.7,0,1,120.71
116,1.14,0.33,0.8,2.7,0.6,1,379.37
16,0.55,0.13,0.41,2.98,0.6,1,208.14
10,0.23,0.13,0.37,2.2,0.3,1,382.62
109,0.6755,0.32,0.47,3.88,0,1,260.14
10,0.37,0.15,0.31,2.3,0.6,1,177.49
14,0.55,0.39,0.41,3.1,0,1,194.28
17,0.29,0.13,0.47,2.92,0.6,1,232.78
8,0.35,0.26,0,2,0,1,142.88
31,0.29,0.13,0.57,2.71,0.6,1,259.41
3,0.15,0.12,0.15,0.85,0,2,50.2
25,0.51,0.36,0.44,2.76,0,2,185.59
0,0.16,0.14,0.14,1.21,0,1,42.29
17,0.3,0.13,0.41,2.7,0.6,3,392.19
13,0.55,0.4,0.44,2.83,0.6,1,249.16
2,0.6755,0.08,0.12,1.4,0,1,61.95
26,0.28,0.13,0.58,2.8,0.6,1,258.79
10,0.37,0.26,0.34,2,0,1,156.97
45,0.76,0.13,0.61,2.8,0.3,3,334.84
96,2.1,2.3,1.02,2.8,0.6,1,635.91
116,0.8,0.13,0.55,2.2,0,1,205.28
12,0.3,0.26,0.25,2.7,0.6,1,197.77
7,0.26,0.16,0.25,1.4,0,1,147.44
30,0.32,0.13,0.57,2.1,0.6,1,220.6
36,0.33,0.13,0.57,5.7,0,1,214.75
2,0.6755,0.12,0.14,0.94,0,1,49.48
2,0.13,0.15,0.14,1.17,0,1,54.42
66,1.64,2.3,0.46,3.1,0,1,286.44
36,0.33,0.19,0.61,2.12,0,1,205.85
46,0.3,0.13,0.73,3.1,0.6,1,246.56
41,2.1,0.13,0.73,3.7,0.6,1,340.98
8,0.32,0.3692,0,2.1,0,1,149.7
26,0.26,0.13,0.57,2.7,0.6,1,216.56
10,0.37,1.08,0.34,2.7,0,1,252.73
12,1.03,0.3692,0,1.9,0,3,342.11
11,0.37,0.2,0.34,2.01,0.6,1,187.69
18,0.6755,0.28,0.41,2.83,0.6,1,177.66
10,0.55,0.3692,0.34,2.1,0.3,4,369.52
20,0.84,0.3692,0.41,3.1,0,1,234.54
14,0.55,0.3692,1,2.7,0,1,203.13
37,0.6,0.13,0.57,2.7,0,1,195.19
36,0.46,0.13,0.64,2.85,0.6,1,283.18
9,0.37,0.18,0.37,2.2,0,2,204.35
38,1.1,0.27,0.64,3.7,0,1,293.33
9,0.37,0.16,0.34,1.62,0,1,159.35
26,0.6755,0.4,0.52,2.8,0.6,1,318.29
8,0.14,0.1,0.12,1.83,0,3,74.7
9,0.37,0.35,0,2.1,0,2,225.97
2,0.15,0.14,0.13,1.4,0,1,41.35
7,0.25,0.19,0.2,1.7,0,1,132.33
14,0.55,0.4,0.41,3.04,0,1,193.14
11,0.36,0.3692,0.34,2,0,1,238.97
116,0.55,0.4,0.49,2.8,0,4,485.74
15,0.55,0.31,0.44,2.7,0.6,1,252.4
38,0.6,0.13,0.65,3.68,0.6,3,425.31
86,1.89,0.82,1.05,2.8,0.3,4,683.15
22,0.28,0.38,0.41,2.8,0.6,1,222.56
12,0.31,0.13,0.44,2.7,0,1,169.4
21,0.28,0.13,0.36,2.7,0,1,201.13
8,0.37,0.13,0.37,2.2,0.6,3,337.12
12,0.55,0.36,0.36,2.1,0.3,4,271.09
12,0.55,0.2,0.41,3.4,0,1,179.31
201,2.02,2.3,0.9,1.9,0.3,5,753.38
8,0.28,0.21,0.16,1.7,0,1,73.84
43,0.33,0.13,0.61,3.08,0.6,1,223.31
86,2.1,0.4,0.56,3.1,0.6,1,377.08
46,2.2,0.37,0.65,2.14,0,1,208.59
20,0.6755,0.13,0.41,3.18,0,1,303.41
126,1.47,0.49,0.46,2.8,0.6,1,309.86
17,0.6755,0.4,0.44,2.2,0.6,1,241.9
27,0.6,0.26,0.57,3.17,0.6,1,272.62
130,1.43,0.96,0.57,3.1,0,1,244.83
18,0.55,0.13,0.41,2.2,0,1,207.5
21,0.55,0.4,0.36,3.1,0.6,1,282
16,0.52,0.3692,0,2.73,0.3,1,216.09
116,1.44,1.79,0.73,2.77,0.6,1,544.59
18,0.55,0.35,0.41,2.8,0,1,224.76
38,1.1,0.49,0.48,3.01,0.6,1,169.53
10,0.37,0.25,0.26,2.2,0.3,1,227.16
19,0.27,0.27,0.41,3.1,0.6,1,169.77
9,0.28,0.25,0.37,2.61,0,1,162.12
71,2.1,2.3,0.8,2.8,0,1,601.62
13,0.55,2.25,0.3,2.6,0.3,4,386.9
12,0.55,0.4,0.41,3.1,0,1,173.58
20,0.42,0.2,0.44,3.1,0,5,259.69
43,2.1,1.1,0.65,3.91,0,1,386.83
116,1.65,0.31,0.54,3.1,0.3,1,453.63
32,0.6,0.13,0.48,2.2,0,1,177.79
11,0.36,0.25,0,2.7,0,1,159.34
2,0.15,0.13,0.13,1.24,-0.15,1,59.91
17,0.55,0.31,0.44,3.1,0.6,1,288.37
12,0.6755,0.26,0,1.9,0,1,188.07
14,0.27,0.26,0.41,2.7,0,1,152.8
42,0.38,0.22,0.75,2.77,0.6,1,216.37
41,1.78,0.4,0.73,4.8,0.6,3,574.17
8,0.25,0.13,0.23,1.8,0,1,137.42
34,1.1,0.4,0.48,3.1,0,1,279.71
52,1.78,0.26,0.62,4.8,0.6,3,445.36
49,0.6755,0.13,0.73,2.86,0.6,1,321.84
22,0.31,0.13,0.41,3.1,0.6,1,263.03
22,0.3,0.13,0.44,2.82,0.6,3,353.77
9,0.37,0.25,0.34,2.2,0.3,1,262.4
16,0.55,0.26,0.44,3.1,0.3,2,371.64
0,0.16,0.15,0.14,0.92,0,1,50.19
0,0.16,0.14,0.12,1.36,0,2,87.06
76,1.82,1.74,0.8,5.23,0.6,1,856.16
20,0.33,0.35,0.41,2.82,0.6,1,186.87
26,0.31,0.13,0.64,2.8,0.6,1,281.35
13,0.6755,0.28,0,2.9,0.3,4,316.21
17,0.55,0.36,0.44,2.67,0,1,159.63
11,0.6,0.25,0,2.6,0,1,186.82
18,0.55,0.39,0.41,2.9,0,1,230.37
17,0.55,0.4,0.36,3.18,0.6,1,209.89
17,0.55,0.26,0.44,2.8,0.6,1,293.52
7,0.34,0.14,0.26,2,0.6,1,214.19
71,2.29,1.03,0.59,2.8,0.6,1,410.77
96,2.1,2.3,0.67,5.47,0.3,3,1138.39
19,0.55,0.26,0,2.7,0.3,4,208.49
32,0.6,0.4,0.48,2.7,0.6,1,227.56
11,0.37,0.3692,0.26,2.1,0,1,159.73
9,0.25,0.3692,0.15,2.7,0,1,163.35
10,0.37,0.24,0,2.2,0,1,138.35
8,0.37,0.31,0.28,1.6,0,1,183.04
9,0.37,0.25,0.37,2.8,0.6,1,177.61
13,0.55,0.26,0.42,2.72,0.6,1,209.56
2,0.15,0.15,0.11,1.2,0,4,57.08
44,0.27,0.2,0.65,3.35,0.6,1,204.63
37,0.3,0.13,0.55,2.32,0.6,1,204.68
60,0.37,0.3692,0,2.8,0,1,89.48
11,0.37,0.25,0.31,2.2,0.6,1,183.22
29,0.6,0.21,0.57,3.15,0.6,1,201.48
66,1.88,0.13,0.8,4.07,0.6,3,826.26
27,0.4,0.19,0.74,3.21,0.6,1,293.15
10,0.62,0.13,0,2.6,0,1,156.39
66,1.65,1.48,0.59,2.1,0,1,261.38
27,0.35,0.13,0.57,4.8,0.6,1,316.01
19,0.9,0.4,0,2.8,0,4,247.58
14,0.55,0.4,0,2.7,0,1,180.87
76,0.47,0.2,0.67,2.2,0.6,1,177.31
52,0.6,0.26,0.73,2.7,0.6,1,237.65
28,0.55,0.4,0.49,3.1,0.6,1,270.58
21,0.34,0.13,0.36,2.8,0,1,143.56
42,2.4,0.13,0.94,2.8,0.6,1,409.64
9,0.37,0.2,0.37,2.2,0.6,1,191.06
101,0.27,0.26,0.31,2,0.6,1,186.84
18,0.55,0.4,0.41,2.8,0.3,5,338.33
26,0.92,0.3692,0,3.1,0,4,348.29
9,0.37,0.25,0.31,2.1,0,2,139.45
16,0.5,0.27,0.41,2.72,0.6,1,207.64
10,0.36,0.26,0.34,2.38,0.6,1,190.33
9,0.35,0.3692,0,2.8,0.3,4,278.11
58,0.6755,0.4,0.74,2.48,0.3,4,589.92
16,0.34,0.29,0.41,2.76,0.6,1,206.57
26,0.6,0.27,0.64,2.7,0.6,1,237.36
43,0.19,0.13,0.72,2.97,0,1,214.93
116,1.35,0.13,0.79,4.1,0.6,1,351.24
18,0.55,0.4,0.44,2.6,0.6,1,231.53
9,0.36,0.3692,0,2.7,0,2,180.8
70,0.4,0.13,0.54,2.2,0,1,168.61
15,0.55,0.2,0.29,2.72,0,1,176.66
41,1.78,0.68,0.73,3.87,0.6,1,442.38
21,0.42,0.2,0.29,2.8,0,1,206.04
51,0.51,0.19,0.65,4.8,0,1,190.69
41,0.6755,0.13,0.94,2.8,0.6,1,328.4
27,0.6755,0.38,0.47,2.2,0,1,164.55
11,0.36,0.3692,0,1.8,0.3,4,211.5
56,2.1,0.13,0.61,2.8,0,1,174.39
13,0.49,0.3692,0.36,2.75,0.3,2,251.6
36,1.1,0.13,0.5,2.2,0,1,215.8
86,2.1,2.3,0.96,4.8,0.6,1,474.06
20,0.52,0.4,0.41,3.17,0,1,177.23
6,0.27,0.14,0.25,1.7,0,1,141.75
19,0.55,0.4,0.29,2.8,0,1,240.66
20,0.6755,0.16,0.36,2.8,0.6,3,305.38
86,2.01,2.3,0.73,4.25,0.3,4,652.55
12,0.55,0.3692,0.41,3.1,0,4,317.73
7,0.6755,0.3692,0.36,2.8,0,1,220.71
20,0.6755,0.13,0.41,2.8,0.6,1,195.65
17,0.6755,0.39,0.36,2.7,0,1,168.95
57,2.1,0.4,0.84,3.03,0.6,1,407.96
10,0.37,0.2,0.34,2.2,0,1,184.7
19,0.33,0.13,0.41,2.7,0,1,193.46
11,0.36,0.25,0,2,0,1,125.91
61,0.85,0.28,0.42,2.71,0,1,199.06
9,0.37,0.3692,0,3.1,0,4,193.06
41,0.33,0.19,0.61,2,0,1,154.52
49,0.42,0.13,0.73,2.8,0,1,227.14
25,0.56,0.3692,0,3.1,0.3,4,185.42
13,0.55,0.36,0.41,2.8,0,1,181.62
19,0.31,0.13,0.48,2.7,0,1,266.07
31,0.35,0.16,0.57,2.7,0.6,1,240.89
31,0.6,0.4,0.64,4.8,0.6,1,386.69
20,0.55,0.36,0.37,2.7,0,1,167.03
80,0.27,0.33,0.6,3.39,0.6,1,273.01
9,0.37,0.25,0.31,2.2,0,1,191.53
13,0.55,0.26,0.44,2.81,0.6,1,212.56
56,2.1,0.95,0.67,5.7,0,1,445.25
56,0.6755,0.15,0.61,2.94,0,1,232.72
10,0.6755,0.2,0.34,2.2,0,1,136.21
39,2.1,2.3,0.65,2.2,0,1,290.86
15,0.55,0.2,0.41,2.73,0.6,1,237.06
86,1.69,1.55,0.76,4.8,0.6,1,401.2
48,0.16,0.13,0.61,3.1,0.3,4,323.81
9,0.37,0.3692,0.31,2.8,0,1,163.93
40,1.53,0.48,0.65,2.8,0,1,206.39
28,0.6,0.29,0.57,2.8,0,1,237.94
17,0.53,0.4,0.41,2.25,0.6,1,271.23
11,0.33,0.13,0.34,2.3,0.6,3,321.11
36,0.31,0.13,0.48,2.7,0.6,1,197.79
17,0.55,0.4,0,2.82,0.3,4,275.78
41,0.6,0.13,0.73,3.1,0.6,3,478.29
66,0.33,0.17,0.29,1.87,0,1,117.88
14,0.55,0.3692,0,3.4,0.3,5,249.67
35,0.39,0.16,0.64,3.22,0.6,1,299.41
11,0.37,0.38,0,2.2,0.6,1,156.65
29,0.6,0.4,0.38,2.8,0,1,184.61
47,0.39,0.19,0.63,2.37,0,1,143.46
166,0.24,0.29,0.73,2.04,0,1,124.44
9,0.4,0.3692,0,1.7,0.3,4,204.45
16,0.96,0.36,0,2.8,0.3,1,279.3
9,0.37,0.14,0.26,2.7,0,1,144.82
16,0.55,0.26,0,2.4,0.3,4,298.61
36,0.31,0.13,0.57,2.02,0.6,1,242
13,0.55,0.4,0.41,2.7,0,1,204.23
51,2.1,0.13,0.8,2.8,0,1,356.58
142,1.59,2.05,0.51,2.7,0,1,502.4
10,0.37,0.26,0.34,2.23,0.6,1,186.66
33,0.6,0.13,0.64,4.54,0.6,1,348.91
86,1.11,1.26,0.47,4.72,0.3,3,465.91
23,0.27,0.13,0.53,2.48,0.6,1,259.3
12,0.33,0.14,0.44,2.7,0.6,3,475.75
40,0.35,0.13,0.73,3.96,0.6,1,264.53
10,0.37,0.13,0.34,2,0,1,151.34
109,1.27,0.38,0.45,3.1,0.6,1,368.04
35,0.32,0.13,0.48,2.8,0.6,1,254.42
16,0.55,0.3692,0.36,2.8,0.3,5,298.19
131,1.33,0.13,0.94,2.76,0.6,1,370.33
21,0.55,0.35,0.44,2.8,0.6,1,237.4
15,0.54,0.13,0,2.8,0,2,259.09
76,1.62,0.42,0.79,3.04,0.6,1,413.06
10,0.37,0.26,0.31,2.7,0.6,1,261.93
67,1.21,0.3,0.59,2.83,0.6,1,311.85
22,0.55,0.5,0.44,3.1,0,1,201.84
9,0.37,0.13,0.34,2.3,0.6,1,199.41
36,0.28,0.36,0.64,2.96,0.6,1,178.28
10,0.6755,0.15,0.34,2.7,0.6,1,208.16
32,0.54,0.4,0.46,2.58,0,1,292.58
28,0.26,0.16,0.64,2.8,0,1,212.53
39,2.4,0.81,0.73,3.62,0.6,1,554.26
1,0.12,0.1,0.13,1.32,0,2,49.19
11,0.37,0.25,0.37,2.8,0,1,141.26
66,1.63,1.55,0.36,2.27,0.6,1,335.74
77,0.56,0.3,0.56,4.07,0.6,1,237.9
18,0.27,0.13,0.44,3.1,0.6,3,300.35
44,0.44,0.25,0.61,3.1,0.6,1,254.05
4,0.26,0.13,0.18,1.4,0,1,76.77
116,1.75,1.19,0.84,2.66,0.6,1,440.28
16,0.3,0.13,0.41,3.1,0,1,239.34
8,0.27,0.3692,0.24,2.2,0,1,107.29
11,2.36,0.19,0,1.1,0,1,295.99
16,0.55,0.4,0.44,3.1,0.6,1,222.25
10,0.3,0.21,0.37,2.58,0.6,1,192.92
53,0.6755,2.3,0.73,2.8,0.3,3,1026.53
20,0.28,0.13,0.41,3.1,0.6,1,227.07
76,2.03,2.3,0.94,2.8,0.3,3,1197.96
26,0.31,0.13,0.64,3.1,0.6,3,409.88
17,0.49,0.3692,0,3.1,0.3,5,323.09
7,0.31,0.16,0.25,1.8,0,1,161.97
116,2.1,0.2,0.94,3.1,0,1,375.39
16,0.55,0.39,0.44,2.82,0,1,182.52
7,0.16,0.3692,0.14,1.3,0,1,74
33,0.33,0.13,0.48,2.7,0,1,151.86
51,0.32,0.67,0.61,2.7,0.6,1,223.29
27,0.23,0.44,0.44,4.05,0,1,302.18
29,0.6,0.3692,0,2,0.3,4,379.55
28,0.31,0.13,0.64,3.1,0.6,1,182.29
20,0.51,0.36,0.38,3.15,0,1,222.73
31,0.31,0.13,0.57,3.1,0.6,3,391.18
56,2.19,1.38,0.84,4.05,0.6,1,487.92
25,0.9,0.26,0,2.8,0.3,1,291.08
6,0.2,0.16,0.17,1.6,0,1,87.63
81,1.39,0.38,0.76,2.9,0,1,304.51
46,0.41,0.36,0.54,2.71,0,1,172.82
21,0.6755,0.4,0.44,2.7,0,1,171.18
12,0.48,0.3692,0,3.32,0,1,156.81
